OTU	Test-Statistic	P	FDR_P	Bonferroni_P	2017_mean	2016_mean	2018_mean	taxonomy
582083	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	169.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__
4346058	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	157.75	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
3105433	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
62986	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
564081	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.25	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__halodenitrificans
707956	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	54.75	0.0	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
213944	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	34.5	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
812958	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.75	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
1105652	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	108.75	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
213804	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
563670	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	21.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cryptosporangiaceae; g__; s__
4309481	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.75	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
4021894	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	37.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
570966	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.0	0.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
822219	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
824862	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.75	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
359924	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	30.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
241214	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
651004	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
165771	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Arthrospira; s__
253734	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	19.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
4295043	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Arthrospira; s__
345227	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
559243	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	45.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
205602	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	37.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
203769	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	30.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
568325	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hylemonella; s__
4348043	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.5	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__
351680	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.5	0.0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__
3034374	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__
841487	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
783801	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	17.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
723493	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4178573	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.0	0.0	k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__
939319	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
814647	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	26.25	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
225279	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
234394	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.5	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
252702	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
822913	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	51.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
4296811	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.75	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
47778	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	26.5	0.0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
707389	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
816867	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	28.5	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__; s__
511192	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	17.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
588343	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.25	0.0	k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__
253948	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
593358	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	124.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
241533	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
2551961	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1042519	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	178.25	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
260244	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__; s__
3329863	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	18.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
4308332	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	18.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
1121340	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	20.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__
243171	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	56.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__125ds10; g__; s__
4439991	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
1147012	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	24.75	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
651143	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.75	0.0	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Sphaerobacterales; f__; g__; s__
1127356	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
575719	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	222.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
815859	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	227.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
364805	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	17.75	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
215748	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__mle1-8; f__; g__; s__
1014513	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	43.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
297615	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	103.5	0.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
510320	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	17.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
1818	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	140.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
254729	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1144971	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
928574	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	20.5	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
871498	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
917532	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Caloramator; s__
268057	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	26.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
4442419	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.25	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
4298552	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
225522	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
3387402	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	19.5	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
866365	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__
4139697	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	38.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
559699	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__NB1-i; g__; s__
208145	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	93.75	0.0	k__Bacteria; p__Planctomycetes; c__OM190; o__; f__; g__; s__
320629	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.5	0.0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
4444041	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	43.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
767403	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	27.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
2815113	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	60.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
332316	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	56.25	0.0	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
254269	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__S-70; f__; g__; s__
362710	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.5	0.0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
567683	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.5	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
4467260	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	210.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
210633	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	29.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__; g__; s__
619616	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	68.75	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
247024	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
4389969	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	255.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
4349101	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	80.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
30991	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	18.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
144752	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	70.25	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
574020	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Catellatospora; s__
4472969	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.75	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
4477998	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
828885	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
270648	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.75	0.0	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
244202	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	28.25	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
314978	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.25	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
4479700	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1130729	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
4384236	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	627.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
119955	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4469749	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.75	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
570453	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	48.75	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
104933	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	32.5	0.0	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
758877	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	2.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4443380	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
345978	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	37.0	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
725469	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__125ds10; g__; s__
89580	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	69.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1918591	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
748601	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	44.75	0.0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__gargensis
620656	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	58.75	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
3896028	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	246.25	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
764463	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	52.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
1047075	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	26.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
354337	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
518302	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	52.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__
208293	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	63.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
2920372	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
2819496	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	99.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
579583	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.75	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
4419173	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	24.25	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__DS-100; f__; g__; s__
828667	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	64.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__
1554346	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	124.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
808482	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	65.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
